record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date
F103620,Ampara,Udupola East,8.030293,80.83176,31,2689.7,Urban,Peaty,Municipal,Mixed,Good (paved),403,24.0,Urban,57.1,361.5,0.307,-0.121,-0.29,Unlikely,0,18,4.9,2.33,47.87,Yes,194208,No,Poor infrastructure,True,2024-07-11
F103621,Kilinochchi,Kirimulla South,8.953475,80.741677,128,3290.2,Wetland,Clay,Well,Grid,Good (paved),19,14.8,Rural,96.3,118.0,0.392,0.296,0.8,Likely,1,33,2.93,12.54,25.48,No,0,Yes,,True,2025-01-24
F103622,Kilinochchi,Polathota,7.477204,79.763831,163,159.3,Urban,Peaty,Well,Grid,Poor (unpaved),733,16.4,Urban,110.0,138.1,0.887,0.032,-0.186,Unlikely,1,70,3.72,2.42,29.96,No,0,Yes,,True,2024-11-11
F103623,Galle,Galanuwara East,9.003771,81.124009,11,5484.5,Urban,Clay,Well,Grid,Poor (unpaved),1766,40.5,Urban,34.4,374.5,0.684,0.79,-0.005,Unlikely,0,43,0.27,9.6,47.23,No,0,Yes,,True,2024-02-08
F103624,Trincomalee,Nayamulla,6.925818,81.129552,63,560.1,Scrub,Clay,Municipal,Grid,Fair,10,10.8,Rural,77.6,145.8,0.58,-0.019,0.001,Unlikely,0,34,3.1,2.63,21.25,No,0,Yes,,True,2024-11-24
F103625,Polonnaruwa,Pahalapitiya Central,8.968978,80.391835,58,1034.5,Wetland,Sandy,Municipal,Mixed,Good (paved),519,22.4,Rural,11.9,211.5,0.463,0.216,-0.006,Likely,0,38,9.06,1.8,21.51,No,0,Yes,,True,2025-10-22
F103626,Kurunegala,Polamulla South,8.506674,79.942196,76,1293.1,Forest,Silty,Tube-well,Mixed,Good (paved),524,12.8,Rural,29.2,275.6,0.287,0.26,0.281,Likely,1,5,12.93,6.68,35.66,No,0,No,Poor infrastructure,True,2024-05-24
F103627,Kegalle,Udugama North,6.614417,81.482981,7,61.9,Forest,Silty,Rainwater harvesting,Grid,Good (paved),144,29.5,Rural,48.6,266.2,0.885,0.313,0.365,Likely,0,59,1.55,8.06,46.67,Yes,165483,Yes,,True,2025-07-26
F103628,Polonnaruwa,Pahalawatta South,5.906789,80.431458,67,755.3,Forest,Loamy,Municipal,Off-grid (solar),Good (paved),384,31.0,Rural,87.5,289.6,0.683,0.551,0.085,Unlikely,0,48,3.72,8.34,32.8,No,0,Yes,,True,2024-05-16
F103629,Nuwara Eliya,Mahamedura Central,9.138096,79.948929,825,534.9,Agriculture,Loamy,Municipal,Grid,Poor (unpaved),825,21.9,Rural,34.7,113.8,0.785,-0.019,-0.088,Unlikely,0,67,5.6,11.16,9.5,No,0,Yes,,True,2024-04-06
F103630,Puttalam,Kudapola West,7.069079,80.899314,73,1069.4,Urban,Clay,Well,Grid,Good (paved),521,40.9,Urban,18.5,47.6,0.541,0.004,0.119,Likely,0,75,1.42,10.05,4.95,No,0,Yes,,True,2025-02-05
F103631,Galle,Pahalakumbura West,8.375512,80.717966,27,1703.3,Wetland,Clay,Rainwater harvesting,Grid,Good (paved),452,35.3,Rural,43.5,184.8,0.596,-0.023,0.476,Likely,0,32,2.31,5.12,29.26,No,0,Yes,,True,2025-02-03
F103632,Vavuniya,Udupola West,9.251814,80.090637,74,1240.4,Urban,Peaty,Surface water,Off-grid (solar),Good (paved),869,37.3,Urban,128.2,123.3,0.454,0.241,0.201,Likely,0,23,1.96,3.94,28.12,No,0,No,Poor infrastructure,True,2024-07-07
F103633,Gampaha,Polawatta West,9.392496,81.237147,33,1639.2,Wetland,Loamy,Rainwater harvesting,Grid,Fair,1286,61.8,Urban,154.7,35.6,0.676,0.503,0.095,Likely,0,50,4.98,0.6,24.87,No,0,Yes,,True,2025-05-13
F103634,Trincomalee,Galakumbura West,6.076176,81.290209,120,306.6,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),197,1.0,Rural,23.1,193.6,0.65,0.7,0.48,Likely,0,17,9.34,0.55,30.29,No,0,No,Poor infrastructure,True,2024-03-19
F103635,Batticaloa,Kudapitiya West,7.69163,81.544548,163,1273.4,Bare Soil,Sandy,Rainwater harvesting,Grid,Good (paved),402,3.6,Rural,51.1,377.7,0.22,-0.002,0.613,Likely,0,49,7.77,2.66,39.67,No,0,Yes,,True,2025-03-29
F103636,Matale,Udumulla Central,7.207439,80.139976,641,3086.6,Plantation,Clay,Surface water,Grid,Good (paved),71,28.3,Rural,104.4,255.7,0.499,0.537,-0.048,Unlikely,0,53,10.05,1.06,32.87,No,0,Yes,,True,2025-08-23
F103637,Kurunegala,Pahalavila,8.143081,79.85343,47,5094.9,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),333,25.2,Rural,155.6,462.0,0.65,-0.288,0.193,Likely,0,28,8.94,2.07,56.92,Yes,245650,No,Poor infrastructure,True,2024-07-10
F103638,Polonnaruwa,Uduvila,7.800675,80.012386,58,4187.7,Wetland,Silty,Well,None,Good (paved),622,33.5,Rural,7.8,6.6,0.165,0.078,0.526,Likely,0,41,8.19,13.95,7.26,No,0,Yes,,True,2024-02-11
F103639,Kandy,Ihalakumbura East,8.689636,81.3697,774,3578.2,Agriculture,Loamy,Surface water,Grid,Poor (unpaved),1533,42.2,Urban,37.3,313.3,0.971,-0.013,0.09,Unlikely,0,28,8.28,0.41,29.44,No,0,No,Poor infrastructure,True,2024-02-18
F103640,Puttalam,Welinuwara East,6.488078,80.606044,20,3980.9,Plantation,Clay,Rainwater harvesting,Mixed,Poor (unpaved),216,10.2,Rural,6.3,186.9,0.354,0.368,0.178,Likely,1,32,13.18,11.49,31.48,No,0,Yes,,True,2024-12-19
F103641,Kalutara,Polapola North,7.900213,79.979907,44,203.5,Urban,Peaty,Tube-well,Mixed,Good (paved),189,1.0,Urban,19.9,334.4,0.304,-0.191,-0.13,Unlikely,0,61,31.2,5.9,42.57,No,0,Yes,,True,2025-01-30
F103642,Vavuniya,Welikanda West,6.927024,80.602689,106,144.6,Plantation,Clay,Municipal,Grid,Good (paved),10,1.0,Rural,107.2,297.2,0.268,0.251,0.163,Likely,1,62,13.6,5.06,49.16,Yes,150488,Yes,,True,2025-05-19
F103643,Kalutara,Galawatta,8.79969,81.82273,17,754.2,Urban,Sandy,Well,Grid,Poor (unpaved),288,16.5,Urban,173.9,320.3,0.332,-0.15,0.014,Unlikely,0,69,5.42,3.77,54.59,Yes,106624,Yes,,True,2025-07-14
F103644,Badulla,Udarathota North,6.134581,81.693047,394,931.1,Scrub,Peaty,Well,Grid,No road access,10,36.5,Rural,41.8,241.5,0.534,0.165,-0.043,Unlikely,0,66,8.99,8.09,24.19,No,0,No,No road access,True,2025-06-09
F103645,Kalutara,Panawatta Central,7.808286,80.607891,53,4600.7,Wetland,Peaty,Well,Grid,No road access,664,24.9,Rural,4.3,240.8,0.37,0.084,0.419,Likely,0,74,3.63,3.28,20.64,No,0,No,No road access,True,2025-10-24
F103646,Kandy,Weligama West,6.852941,80.248611,747,1335.7,Urban,Sandy,Well,Grid,Poor (unpaved),1668,42.4,Urban,1.2,31.2,0.601,0.097,0.014,Unlikely,0,14,1.57,1.15,7.43,No,0,No,Poor infrastructure,True,2024-07-14
F103647,Matale,Polawatta,5.98818,80.134515,582,2730.5,Agriculture,Peaty,Municipal,Grid,Good (paved),273,13.3,Rural,96.9,289.1,0.49,-0.018,-0.474,Unlikely,0,81,5.14,4.26,31.45,No,0,Yes,,True,2025-02-01
F103648,Colombo,Udaragama Central,8.587831,80.698425,18,479.6,Agriculture,Clay,Well,Grid,Good (paved),1874,39.6,Urban,71.8,194.2,0.601,-0.133,-0.059,Unlikely,1,23,8.8,2.94,49.13,Yes,178201,No,Poor infrastructure,True,2024-06-20
F103649,Trincomalee,Polamulla Central,7.69988,80.549159,44,343.4,Bare Soil,Clay,Municipal,Mixed,Fair,480,14.9,Rural,77.8,135.2,0.729,-0.189,0.075,Unlikely,1,19,6.39,1.35,34.9,No,0,No,Poor infrastructure,True,2025-11-11
F103650,Jaffna,Nayavila West,7.747541,80.910684,3,380.2,Agriculture,Peaty,Surface water,Grid,Fair,310,22.6,Rural,156.0,142.2,0.642,0.151,-0.164,Unlikely,1,34,12.82,12.79,55.36,No,0,Yes,,True,2025-03-18
F103651,Galle,Panakumbura South,6.489217,81.837057,33,2876.8,Plantation,Peaty,Well,Grid,Good (paved),1252,26.7,Urban,17.9,442.9,0.581,0.378,0.191,Likely,0,44,2.79,3.21,44.92,No,0,Yes,,True,2024-03-31
F103652,Galle,Kudawatta South,8.777782,81.06179,14,2438.5,Forest,Silty,Well,Grid,Fair,1143,21.1,Urban,149.1,153.9,0.078,0.442,0.42,Likely,0,56,0.57,11.54,43.21,No,0,Yes,,True,2024-03-09
F103653,Kegalle,Panathota East,8.465558,80.466555,109,199.7,Agriculture,Sandy,Municipal,Grid,Good (paved),1067,45.7,Urban,160.1,233.3,0.571,-0.246,-0.365,Unlikely,1,95,7.08,0.52,45.03,No,0,Yes,,True,2024-09-15
F103654,Polonnaruwa,Nayapitiya South,7.086068,80.152813,40,3879.8,Forest,Silty,Well,Grid,Good (paved),10,40.8,Rural,104.8,98.8,0.654,0.437,0.106,Likely,0,46,3.88,1.38,22.61,No,0,Yes,,True,2025-04-05
F103655,Kalutara,Galawatta West,6.569474,80.320941,3,66.6,Scrub,Peaty,Tube-well,Grid,Good (paved),10,19.7,Rural,102.2,145.5,0.49,0.474,0.105,Likely,0,95,13.24,4.28,43.03,No,0,Yes,,True,2024-05-17
F103656,Kegalle,Udarakanda North,8.998951,79.748267,79,492.8,Agriculture,Peaty,Surface water,Grid,Fair,10,28.8,Rural,68.6,171.6,0.435,0.383,-0.012,Unlikely,0,49,0.17,15.3,33.35,No,0,Yes,,True,2024-02-01
F103657,Gampaha,Ihalagama North,6.378506,81.282167,66,2178.7,Forest,Peaty,Rainwater harvesting,Grid,Poor (unpaved),1582,5.0,Urban,84.0,155.4,0.538,0.626,-0.25,Unlikely,0,26,0.27,4.18,23.62,No,0,No,Poor infrastructure,True,2024-05-05
F103658,Colombo,Kiripola,7.013174,79.687203,154,1291.3,Agriculture,Loamy,Well,Grid,Good (paved),2178,65.0,Urban,90.5,374.8,0.397,0.17,0.053,Unlikely,0,62,8.16,9.3,43.36,No,0,Yes,,True,2025-04-26
F103659,Vavuniya,Pahalamulla West,7.816836,81.420473,48,838.7,Plantation,Sandy,Well,Off-grid (solar),Good (paved),110,1.0,Rural,6.8,47.2,0.636,0.384,0.057,Unlikely,0,59,1.11,0.56,3.0,No,0,Yes,,True,2024-11-05
F103660,Anuradhapura,Galathota South,6.847968,80.994288,18,34.2,Agriculture,Sandy,Well,Grid,Poor (unpaved),10,2.3,Rural,67.0,163.1,0.831,0.772,0.274,Likely,0,66,3.92,3.52,35.1,No,0,Yes,,True,2025-05-28
F103661,Matara,Galathota North,9.422583,81.02206,1,344.0,Forest,Peaty,Municipal,Grid,Fair,570,42.0,Rural,45.3,5.7,0.51,0.347,-0.169,Unlikely,2,57,18.05,27.54,35.0,No,0,Yes,,True,2025-10-28
F103662,Mullaitivu,Kudanuwara Central,6.137254,79.829819,0,6664.7,Scrub,Clay,Municipal,Grid,Fair,230,21.2,Rural,75.7,65.3,0.158,0.303,-0.328,Unlikely,3,60,15.47,1.97,36.49,No,0,Yes,,True,2025-10-12
F103663,Puttalam,Kudathota East,9.336803,81.651891,43,147.4,Urban,Sandy,Municipal,Grid,Good (paved),617,19.6,Urban,92.0,287.7,0.271,-0.13,-0.166,Unlikely,0,75,12.5,12.75,46.04,No,0,Yes,,True,2025-05-14
F103664,Gampaha,Udaramedura South,8.658132,80.718047,33,163.9,Urban,Loamy,Surface water,Grid,Fair,2131,39.2,Urban,94.7,176.5,0.704,-0.029,0.173,Likely,0,49,13.41,7.6,39.3,No,0,Yes,,True,2024-10-17
F103665,Kurunegala,Panavila North,9.830456,80.552439,114,245.6,Agriculture,Silty,Tube-well,Grid,Good (paved),690,28.5,Rural,50.4,270.9,0.414,-0.249,-0.259,Unlikely,0,37,1.22,17.62,41.2,No,0,Yes,,True,2024-01-19
F103666,Ratnapura,Udaramedura South,9.486612,80.374142,221,2237.9,Scrub,Silty,Surface water,Mixed,Good (paved),470,32.7,Rural,134.2,430.6,0.234,0.281,-0.243,Unlikely,0,5,13.87,18.52,58.1,Yes,181848,No,Poor infrastructure,True,2024-10-16
F103667,Mullaitivu,Udumulla,9.03803,79.892485,49,2192.8,Agriculture,Silty,Surface water,Grid,Poor (unpaved),849,52.8,Rural,41.4,606.1,0.343,-0.112,-0.632,Unlikely,0,24,10.46,6.3,61.76,No,0,No,High flood risk; Poor infrastructure,True,2024-07-19
F103668,Ratnapura,Galapola Central,6.53931,80.060127,42,88.3,Forest,Sandy,Tube-well,Grid,Good (paved),10,13.8,Rural,76.7,140.0,0.433,0.51,-0.177,Unlikely,2,60,0.19,17.69,36.1,No,0,Yes,,True,2024-07-03
F103669,Anuradhapura,Udarapitiya,6.497043,80.898898,17,5132.2,Wetland,Peaty,Tube-well,Grid,Poor (unpaved),724,9.0,Rural,91.4,556.8,0.117,-0.023,0.189,Likely,1,24,3.43,2.22,74.82,No,0,No,High flood risk; Poor infrastructure,True,2025-03-20
F103670,Badulla,Welimulla,9.552136,81.55758,1024,273.3,Plantation,Clay,Tube-well,Mixed,Poor (unpaved),524,1.0,Rural,50.3,466.4,0.307,0.188,-0.31,Unlikely,1,53,22.94,8.94,58.08,Yes,20514,Yes,,True,2023-12-26
F103671,Hambantota,Polamedura Central,7.625418,80.694104,8,1309.4,Agriculture,Silty,Tube-well,Grid,Good (paved),174,36.0,Rural,37.0,288.5,0.343,0.14,0.252,Likely,0,43,4.36,6.51,44.41,No,0,Yes,,True,2024-12-03
F103672,Matara,Udaravila West,8.353981,81.144027,67,847.8,Scrub,Silty,Tube-well,Off-grid (solar),Fair,10,15.4,Rural,49.5,108.2,0.645,-0.041,-0.032,Unlikely,0,69,15.78,3.39,11.39,No,0,Yes,,True,2023-12-13
F103673,Galle,Udaramedura West,6.958567,80.652324,17,2097.3,Urban,Loamy,Rainwater harvesting,Mixed,Good (paved),2108,48.1,Urban,70.6,119.0,0.215,-0.148,0.096,Unlikely,0,34,4.97,3.0,33.73,No,0,Yes,,True,2025-06-20
F103674,Polonnaruwa,Pananuwara North,5.981957,81.595873,61,1571.4,Urban,Loamy,Municipal,Off-grid (solar),Good (paved),179,12.8,Urban,62.2,156.4,0.501,0.353,-0.461,Unlikely,0,37,7.99,0.68,21.18,No,0,Yes,,True,2025-04-16
F103675,Ratnapura,Ihalapola,6.020142,80.982698,66,2643.0,Forest,Sandy,Municipal,Grid,Poor (unpaved),324,16.1,Rural,53.9,100.9,0.841,0.285,0.103,Likely,0,5,5.38,0.45,15.69,No,0,No,Poor infrastructure,True,2025-03-08
F103676,Mullaitivu,Galawatta,9.29186,81.460959,68,377.3,Agriculture,Loamy,Well,Grid,Poor (unpaved),622,13.3,Rural,37.2,90.7,0.414,-0.224,-0.253,Unlikely,0,33,0.67,6.73,24.5,No,0,Yes,,True,2024-05-10
F103677,Galle,Panapola North,9.553594,80.768839,2,3859.5,Scrub,Silty,Well,Grid,Poor (unpaved),1864,24.3,Urban,40.1,58.4,0.534,0.186,-0.063,Unlikely,1,34,9.94,7.09,28.25,No,0,Yes,,True,2024-11-24
F103678,Badulla,Udarakanda South,9.902718,81.617457,942,3775.6,Plantation,Silty,Surface water,Grid,Fair,276,20.8,Rural,146.9,27.3,0.539,0.59,0.67,Likely,0,57,2.36,8.7,16.92,No,0,Yes,,True,2024-01-19
F103679,Polonnaruwa,Nayapitiya,9.807243,80.273046,129,3165.9,Wetland,Loamy,Well,Grid,Fair,437,1.8,Rural,15.0,19.9,0.483,-0.249,-0.131,Likely,0,57,7.69,1.82,2.72,No,0,Yes,,True,2023-12-31
F103680,Kegalle,Kirikanda Central,9.209464,81.111536,6,1833.2,Agriculture,Loamy,Surface water,Grid,Fair,121,24.9,Rural,115.8,363.4,0.191,0.414,-0.046,Unlikely,1,5,4.86,0.98,66.4,Yes,206510,No,High flood risk; Poor infrastructure,True,2024-12-23
F103681,Kegalle,Pahalavila West,6.504438,79.924421,24,4123.3,Scrub,Peaty,Rainwater harvesting,Mixed,Poor (unpaved),1045,50.7,Urban,24.2,243.4,0.67,0.193,-0.145,Unlikely,0,44,8.21,5.53,31.94,No,0,Yes,,True,2024-02-05
F103682,Anuradhapura,Udumedura Central,7.670474,81.555757,70,1605.6,Plantation,Peaty,Rainwater harvesting,Grid,No road access,293,15.5,Rural,64.8,43.3,0.222,0.535,-0.183,Unlikely,0,27,12.4,7.61,15.94,No,0,No,Poor infrastructure; No road access,True,2025-05-04
F103683,Badulla,Udarawatta North,9.231776,80.245681,951,1592.5,Forest,Silty,Surface water,Grid,Good (paved),787,5.0,Rural,7.4,672.3,0.155,0.018,-0.321,Unlikely,0,56,3.38,0.5,59.86,No,0,Yes,,True,2025-06-01
F103684,Kalutara,Polapitiya South,8.434972,80.386011,94,1128.2,Forest,Silty,Municipal,Grid,Good (paved),393,6.8,Rural,37.1,142.1,0.273,0.429,-0.219,Unlikely,1,37,8.36,4.17,21.96,No,0,Yes,,True,2025-08-24
F103685,Vavuniya,Mahapitiya West,7.628103,81.357866,41,2428.1,Urban,Loamy,Surface water,Grid,Poor (unpaved),343,29.4,Urban,195.7,22.3,0.295,0.222,-0.093,Unlikely,0,31,5.66,4.02,29.55,No,0,Yes,,True,2025-10-26
F103686,Anuradhapura,Pahalathota Central,7.740527,80.40871,100,866.4,Agriculture,Loamy,Well,Grid,Poor (unpaved),574,61.3,Rural,137.0,249.6,0.394,-0.135,-0.411,Unlikely,0,52,12.46,10.34,38.42,No,0,Yes,,True,2025-05-20
F103687,Polonnaruwa,Galanuwara West,7.058901,81.280815,74,126.5,Plantation,Loamy,Surface water,Mixed,Good (paved),165,22.8,Rural,121.5,68.5,0.838,0.243,-0.551,Unlikely,1,61,1.89,0.35,27.02,No,0,Yes,,True,2024-02-21
F103688,Gampaha,Ihalapola South,6.067989,81.733614,78,48.0,Plantation,Silty,Tube-well,Grid,Good (paved),1688,43.2,Urban,145.4,482.0,0.65,0.481,-0.442,Unlikely,0,55,8.81,8.24,64.87,Yes,158549,No,High flood risk,True,2024-10-14
F103689,Puttalam,Ihalavila East,6.497409,80.900189,18,133.5,Wetland,Sandy,Municipal,Grid,Fair,891,30.4,Rural,149.7,322.2,0.406,0.017,-0.017,Likely,2,70,14.76,17.57,65.88,Yes,22979,No,High flood risk,True,2024-09-28
F103690,Mannar,Mahagama East,6.6224,80.089486,101,279.2,Forest,Loamy,Surface water,Mixed,Poor (unpaved),452,3.0,Rural,82.2,49.7,0.499,0.4,0.447,Likely,1,61,0.42,6.9,23.92,No,0,Yes,,True,2024-06-10
F103691,Kandy,Welithota North,9.685089,80.546701,916,929.4,Urban,Sandy,Well,None,Poor (unpaved),1755,16.2,Urban,63.5,10.9,0.764,0.254,0.382,Likely,0,31,4.24,3.02,7.33,No,0,Yes,,True,2024-09-05
F103692,Kandy,Udupola South,9.625448,81.591885,381,697.0,Scrub,Sandy,Well,Grid,Good (paved),561,15.0,Rural,164.7,147.1,0.711,0.219,0.032,Unlikely,0,56,0.92,20.28,26.77,No,0,Yes,,True,2024-05-09
F103693,Gampaha,Panamulla East,6.004671,81.060342,135,1143.9,Agriculture,Clay,Tube-well,Grid,Poor (unpaved),1607,52.3,Urban,111.2,113.8,0.24,0.58,-0.601,Unlikely,0,55,0.42,6.76,25.32,No,0,Yes,,True,2025-01-08
F103694,Kandy,Udaramulla,6.815838,81.088794,1167,1462.0,Wetland,Loamy,Well,Grid,Good (paved),1136,61.5,Urban,28.0,147.8,0.442,-0.414,0.376,Likely,0,50,3.31,6.08,18.77,No,0,Yes,,True,2024-11-30
F103695,Jaffna,Ihalakanda West,5.911137,79.979089,132,5412.8,Plantation,Sandy,Municipal,Grid,Fair,888,37.8,Rural,182.7,78.8,0.281,0.612,-0.18,Unlikely,0,36,0.66,0.06,30.32,No,0,Yes,,True,2025-04-11
F103696,Ratnapura,Galamulla North,8.921345,80.193191,51,1402.2,Agriculture,Silty,Rainwater harvesting,Grid,Fair,829,22.3,Rural,160.8,81.2,0.617,0.256,0.189,Likely,0,18,0.82,8.4,25.99,No,0,No,Poor infrastructure,True,2025-11-13
F103697,Mannar,Kiriwatta East,9.917022,81.55186,39,2104.7,Plantation,Silty,Municipal,Grid,Fair,306,1.0,Rural,36.0,186.9,0.835,0.32,-0.245,Unlikely,0,37,6.28,2.52,20.48,No,0,Yes,,True,2025-03-05
F103698,Monaragala,Udarakanda West,9.748525,80.590385,41,854.5,Agriculture,Peaty,Well,Grid,Good (paved),562,9.9,Rural,82.9,102.6,0.755,0.211,0.077,Unlikely,0,63,13.56,0.87,16.18,No,0,Yes,,True,2025-06-23
F103699,Galle,Welimulla East,6.479124,81.889397,44,238.1,Urban,Sandy,Municipal,Mixed,Good (paved),1162,47.6,Urban,41.3,132.3,0.459,-0.163,-0.011,Unlikely,0,31,4.94,4.03,31.65,No,0,Yes,,True,2023-12-22
F103700,Kalutara,Galamulla North,7.347093,79.908344,106,3466.2,Scrub,Peaty,Tube-well,Mixed,Good (paved),849,1.0,Rural,62.6,486.9,0.258,0.112,0.21,Likely,0,20,6.24,26.12,52.3,Yes,187000,No,Poor infrastructure,True,2025-07-04
F103701,Matara,Ihalakanda West,9.275116,81.441607,21,623.7,Forest,Peaty,Rainwater harvesting,Grid,Poor (unpaved),643,43.3,Rural,115.3,36.2,0.617,0.392,-0.031,Unlikely,0,30,27.75,19.24,26.24,No,0,Yes,,True,2024-08-08
F103702,Ratnapura,Nayawatta West,6.977317,79.950217,28,809.9,Wetland,Loamy,Municipal,Grid,Good (paved),320,43.3,Rural,104.3,350.7,0.544,0.108,0.041,Likely,0,49,2.42,0.24,48.08,Yes,69373,Yes,,True,2025-05-11
F103703,Matara,Panamedura South,9.948348,81.878849,19,581.9,Plantation,Silty,Municipal,Grid,Good (paved),600,28.8,Rural,127.9,257.6,0.677,0.381,-0.399,Unlikely,0,38,20.2,0.78,44.43,No,0,Yes,,True,2025-11-09
F103704,Ratnapura,Ihalakumbura West,7.695877,80.664161,70,948.0,Agriculture,Sandy,Rainwater harvesting,Grid,Good (paved),258,16.1,Rural,93.3,244.6,0.115,0.122,-0.237,Unlikely,0,80,7.09,1.96,31.37,No,0,Yes,,True,2025-07-30
F103705,Kandy,Kudanuwara,6.717664,80.141899,1103,294.3,Urban,Peaty,Well,Mixed,Fair,1635,76.6,Urban,96.2,62.7,0.395,-0.114,0.234,Likely,0,50,0.94,2.34,29.72,No,0,Yes,,True,2024-11-24
F103706,Kurunegala,Nayanuwara Central,6.469581,81.338694,0,2364.4,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),607,32.4,Rural,65.2,7.4,0.92,-0.199,-0.014,Unlikely,0,30,30.41,5.52,21.56,No,0,Yes,,True,2025-04-09
F103707,Colombo,Welimedura West,8.01117,80.511898,15,1841.8,Agriculture,Peaty,Well,Mixed,Good (paved),1493,28.4,Urban,183.9,142.5,0.743,-0.558,0.341,Likely,0,36,11.19,13.62,41.16,No,0,Yes,,True,2025-01-25
F103708,Puttalam,Welivila North,7.081898,81.247822,17,1875.8,Plantation,Clay,Municipal,Grid,Fair,516,1.0,Rural,15.0,247.2,0.56,0.625,-0.484,Unlikely,1,34,11.46,5.63,35.55,No,0,Yes,,True,2025-02-15
F103709,Anuradhapura,Welimulla South,7.192577,80.653402,45,752.5,Agriculture,Peaty,Well,Mixed,Good (paved),503,38.9,Rural,88.4,66.8,0.828,0.271,-0.292,Unlikely,0,40,18.5,0.56,15.57,No,0,Yes,,True,2025-01-15
F103710,Ratnapura,Kirivila West,9.21327,81.834341,39,1057.6,Agriculture,Clay,Well,Grid,Good (paved),700,36.9,Rural,108.6,213.6,0.652,0.27,-0.133,Unlikely,0,63,2.99,0.93,30.98,No,0,Yes,,True,2025-05-28
F103711,Ratnapura,Udupola South,6.288538,79.976679,92,1411.0,Urban,Sandy,Municipal,Mixed,Good (paved),336,54.0,Urban,108.9,30.5,0.671,0.532,-0.474,Unlikely,0,22,0.62,15.12,17.22,No,0,No,Poor infrastructure,True,2024-12-30
F103712,Vavuniya,Kirikanda North,7.991461,80.985342,51,6892.4,Wetland,Loamy,Municipal,None,Fair,758,8.7,Rural,27.3,84.0,0.425,0.739,0.571,Likely,0,39,0.08,12.01,12.02,No,0,Yes,,True,2025-09-29
F103713,Vavuniya,Polakanda,8.924421,80.89072,45,710.9,Forest,Loamy,Well,Grid,Good (paved),447,30.9,Rural,55.9,101.5,0.281,0.344,-0.053,Unlikely,0,73,18.11,2.04,16.98,No,0,Yes,,True,2025-08-16
F103714,Matara,Ihalamulla South,8.602531,80.729342,160,774.6,Agriculture,Clay,Surface water,Grid,Fair,529,28.3,Rural,70.5,89.0,0.667,0.155,0.377,Likely,0,37,0.81,2.86,15.51,No,0,Yes,,True,2024-12-19
F103715,Trincomalee,Galakanda,7.385735,81.242239,89,1049.1,Plantation,Clay,Tube-well,Off-grid (solar),Fair,473,1.0,Rural,149.9,221.9,0.082,0.205,-0.425,Unlikely,0,56,7.34,3.55,37.11,No,0,Yes,,True,2025-04-07
F103716,Kurunegala,Udugama South,6.56973,81.340524,26,2281.7,Scrub,Silty,Surface water,Mixed,Fair,165,39.4,Rural,34.0,53.6,0.533,-0.381,0.212,Likely,0,31,2.07,2.1,18.61,No,0,Yes,,True,2024-07-05
F103717,Mannar,Udaranuwara East,7.624931,80.103389,78,1284.4,Plantation,Peaty,Surface water,Grid,Good (paved),160,9.5,Rural,12.3,328.1,0.428,0.694,-0.033,Unlikely,0,60,4.88,3.59,28.77,No,0,Yes,,True,2024-08-05
F103718,Puttalam,Udukumbura South,6.018939,79.673181,7,344.4,Urban,Clay,Well,Grid,Good (paved),10,77.9,Urban,157.5,377.7,0.82,0.327,-0.406,Unlikely,0,17,2.38,2.29,74.12,Yes,48313,No,High flood risk; Poor infrastructure,True,2024-08-20
F103719,Mannar,Kirimedura North,5.97324,80.843044,50,2635.8,Forest,Loamy,Rainwater harvesting,Grid,Good (paved),10,16.1,Rural,263.3,160.9,0.353,0.314,-0.187,Unlikely,0,39,2.74,1.99,43.11,No,0,Yes,,True,2024-09-05
F103720,Anuradhapura,Nayawatta West,8.077903,81.008795,0,1019.8,Plantation,Silty,Surface water,Grid,Fair,121,32.9,Rural,18.1,181.4,0.722,0.05,-0.156,Unlikely,0,63,8.15,3.93,30.05,No,0,Yes,,True,2024-04-13
F103721,Kegalle,Welimulla Central,6.31942,80.849184,9,1225.8,Wetland,Sandy,Municipal,Grid,Good (paved),261,21.3,Rural,149.1,60.2,0.436,-0.129,0.331,Likely,1,63,19.53,8.99,35.13,No,0,Yes,,True,2024-04-07
F103722,Gampaha,Ihalavila East,8.353393,80.36156,85,645.0,Forest,Sandy,Rainwater harvesting,Grid,Fair,1649,25.0,Urban,79.3,334.2,0.413,0.533,0.055,Unlikely,1,32,7.61,5.64,42.2,No,0,Yes,,True,2024-01-17
F103723,Kalutara,Uduwatta East,9.646333,80.65686,111,287.7,Forest,Silty,Municipal,Mixed,Good (paved),10,9.5,Rural,210.0,69.4,0.126,0.269,-0.235,Unlikely,0,69,33.36,5.08,39.1,No,0,Yes,,True,2025-05-12
